Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(?),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
W,W33X118,W33X118,F,118,34.7,32.9,32  7/8 ,–,–,–,11.5,11  1/2 ,–,–,–,0.550,  9/16,  5/16,0.740,  3/4 ,–,–,–,1.44,1  5/8 ,1  1/8 ,–,–,–,–,–,7.76,–,–,54.5,–,–,5900,415,359,13.0,187,51.3,32.6,2.32,–,–,–,5.30,48300,–,92.5,197,–,–,65.1,205,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.89,32.2,97.5,109
W,W30X391,W30X391,T,391,115,33.2,33  1/4 ,–,–,–,15.6,15  5/8 ,–,–,–,1.36,1  3/8 , 11/16,2.44,2  7/16,–,–,–,3.23,3  3/8 ,1  1/2 ,–,–,–,–,–,3.19,–,–,19.7,–,–,20700,1450,1250,13.4,1550,310,198,3.67,–,–,–,173,366000,–,120,1140,–,–,267,722,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.37,30.8,109,125
W,W30X357,W30X357,T,357,105,32.8,32  3/4 ,–,–,–,15.5,15  1/2 ,–,–,–,1.24,1  1/4 ,  5/8 ,2.24,2  1/4 ,–,–,–,3.03,3  1/8 ,1  7/16,–,–,–,–,–,3.45,–,–,21.6,–,–,18700,1320,1140,13.3,1390,279,179,3.64,–,–,–,134,324000,–,118,1030,–,–,244,655,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.31,30.6,108,124
W,W30X326,W30X326,T,326,95.9,32.4,32  3/8 ,–,–,–,15.4,15  3/8 ,–,–,–,1.14,1  1/8 ,  9/16,2.05,2  1/16,–,–,–,2.84,2 15/16,1  3/8 ,–,–,–,–,–,3.75,–,–,23.4,–,–,16800,1190,1040,13.2,1240,252,162,3.60,–,–,–,103,287000,–,117,922,–,–,222,593,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.26,30.4,108,123
W,W30X292,W30X292,F,292,86.0,32.0,32      ,–,–,–,15.3,15  1/4 ,–,–,–,1.02,1      ,  1/2 ,1.85,1  7/8 ,–,–,–,2.64,2  3/4 ,1  5/16,–,–,–,–,–,4.12,–,–,26.2,–,–,14900,1060,930,13.2,1100,223,144,3.58,–,–,–,75.2,250000,–,115,816,–,–,199,529,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.22,30.2,107,122
W,W30X261,W30X261,F,261,77.0,31.6,31  5/8 ,–,–,–,15.2,15  1/8 ,–,–,–,0.930, 15/16,  1/2 ,1.65,1  5/8 ,–,–,–,2.44,2  9/16,1  5/16,–,–,–,–,–,4.59,–,–,28.7,–,–,13100,943,829,13.1,959,196,127,3.53,–,–,–,54.1,215000,–,114,714,–,–,176,469,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.16,30.0,106,121
W,W30X235,W30X235,F,235,69.3,31.3,31  1/4 ,–,–,–,15.1,15      ,–,–,–,0.830, 13/16,  7/16,1.50,1  1/2 ,–,–,–,2.29,2  3/8 ,1  1/4 ,–,–,–,–,–,5.02,–,–,32.2,–,–,11700,847,748,13.0,855,175,114,3.51,–,–,–,40.3,190000,–,112,637,–,–,159,421,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.13,29.8,105,120
W,W30X211,W30X211,F,211,62.3,30.9,31      ,–,–,–,15.1,15  1/8 ,–,–,–,0.775,  3/4 ,  3/8 ,1.32,1  5/16,–,–,–,2.10,2  1/4 ,1  3/16,–,–,–,–,–,5.74,–,–,34.5,–,–,10300,751,665,12.9,757,155,100,3.49,–,–,–,28.4,166000,–,112,556,–,–,140,372,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.11,29.6,104,119
W,W30X191,W30X191,F,191,56.1,30.7,30  5/8 ,–,–,–,15.0,15      ,–,–,–,0.710, 11/16,  3/8 ,1.19,1  3/16,–,–,–,1.97,2  1/16,1  3/16,–,–,–,–,–,6.35,–,–,37.7,–,–,9200,675,600,12.8,673,138,89.5,3.46,–,–,–,21.0,146000,–,111,494,–,–,125,335,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.06,29.5,104,119
W,W30X173,W30X173,F,173,50.9,30.4,30  1/2 ,–,–,–,15.0,15      ,–,–,–,0.655,  5/8 ,  5/16,1.07,1  1/16,–,–,–,1.85,2      ,1  1/8 ,–,–,–,–,–,7.04,–,–,40.8,–,–,8230,607,541,12.7,598,123,79.8,3.42,–,–,–,15.6,129000,–,110,441,–,–,113,301,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.03,29.3,103,118
W,W30X148,W30X148,F,148,43.6,30.7,30  5/8 ,–,–,–,10.5,10  1/2 ,–,–,–,0.650,  5/8 ,  5/16,1.18,1  3/16,–,–,–,1.83,2  1/16,1  1/8 ,–,–,–,–,–,4.44,–,–,41.6,–,–,6680,500,436,12.4,227,68.0,43.3,2.28,–,–,–,14.5,49400,–,77.5,240,–,–,85.8,248,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.77,29.5,90.5,101
W,W30X132,W30X132,F,132,38.8,30.3,30  1/4 ,–,–,–,10.5,10  1/2 ,–,–,–,0.615,  5/8 ,  5/16,1.00,1      ,–,–,–,1.65,1  7/8 ,1  1/8 ,–,–,–,–,–,5.27,–,–,43.9,–,–,5770,437,380,12.2,196,58.4,37.2,2.25,–,–,–,9.72,42100,–,76.9,202,–,–,72.4,215,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.75,29.3,89.5,100
W,W30X124,W30X124,F,124,36.5,30.2,30  1/8 ,–,–,–,10.5,10  1/2 ,–,–,–,0.585,  9/16,  5/16,0.930, 15/16,–,–,–,1.58,1 13/16,1  1/8 ,–,–,–,–,–,5.65,–,–,46.2,–,–,5360,408,355,12.1,181,54.0,34.4,2.23,–,–,–,7.99,38600,–,76.8,188,–,–,67.5,202,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.73,29.3,89.5,100
W,W30X116,W30X116,F,116,34.2,30.0,30      ,–,–,–,10.5,10  1/2 ,–,–,–,0.565,  9/16,  5/16,0.850,  7/8 ,–,–,–,1.50,1  3/4 ,1  1/8 ,–,–,–,–,–,6.17,–,–,47.8,–,–,4930,378,329,12.0,164,49.2,31.3,2.19,–,–,–,6.43,34900,–,76.5,171,–,–,61.5,187,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.70,29.2,89.3,99.8
W,W30X108,W30X108,F,108,31.7,29.8,29  7/8 ,–,–,–,10.5,10  1/2 ,–,–,–,0.545,  9/16,  5/16,0.760,  3/4 ,–,–,–,1.41,1 11/16,1  1/8 ,–,–,–,–,–,6.89,–,–,49.6,–,–,4470,346,299,11.9,146,43.9,27.9,2.15,–,–,–,4.99,30900,–,76.2,152,–,–,54.9,170,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.67,29.0,88.9,99.4
W,W30X99,W30X99,F,99.0,29.0,29.7,29  5/8 ,–,–,–,10.5,10  1/2 ,–,–,–,0.520,  1/2 ,  1/4 ,0.670, 11/16,–,–,–,1.32,1  9/16,1  1/16,–,–,–,–,–,7.80,–,–,51.9,–,–,3990,312,269,11.7,128,38.6,24.5,2.10,–,–,–,3.77,26800,–,76.2,134,–,–,48.5,154,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.62,29.0,88.7,99.2
W,W30X90,W30X90,F,90.0,26.3,29.5,29  1/2 ,–,–,–,10.4,10  3/8 ,–,–,–,0.470,  1/2 ,  1/4 ,0.610,  5/8 ,–,–,–,1.26,1  1/2 ,1  1/16,–,–,–,–,–,8.52,–,–,57.5,–,–,3610,283,245,11.7,115,34.7,22.1,2.09,–,–,–,2.84,24000,–,75.1,119,–,–,43.7,139,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.60,28.9,88.1,98.5
W,W27X539,W27X539,T,539,159,32.5,32  1/2 ,–,–,–,15.3,15  1/4 ,–,–,–,1.97,2      ,1      ,3.54,3  9/16,–,–,–,4.33,4  7/16,1 13/16,–,–,–,–,–,2.15,–,–,12.1,–,–,25600,1890,1570,12.7,2110,437,277,3.65,–,–,–,496,443000,–,111,1500,–,–,342,943,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.41,29.0,106,121
W,W27X368,W27X368,T,368,109,30.4,30  3/8 ,–,–,–,14.7,14  5/8 ,–,–,–,1.38,1  3/8 , 11/16,2.48,2  1/2 ,–,–,–,3.27,3  3/8 ,1  1/2 ,–,–,–,–,–,2.96,–,–,17.3,–,–,16200,1240,1060,12.2,1310,279,179,3.48,–,–,–,170,255000,–,103,935,–,–,231,621,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.15,27.9,100,115
W,W27X336,W27X336,T,336,99.2,30.0,30      ,–,–,–,14.6,14  1/2 ,–,–,–,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,–,–,–,3.07,3  3/16,1  7/16,–,–,–,–,–,3.19,–,–,18.9,–,–,14600,1130,972,12.1,1180,252,162,3.45,–,–,–,131,226000,–,101,842,–,–,211,563,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.10,27.7,100,115
W,W27X307,W27X307,T,307,90.2,29.6,29  5/8 ,–,–,–,14.4,14  1/2 ,–,–,–,1.16,1  3/16,  5/8 ,2.09,2  1/16,–,–,–,2.88,3      ,1  7/16,–,–,–,–,–,3.46,–,–,20.6,–,–,13100,1030,887,12.0,1050,227,146,3.41,–,–,–,101,199000,–,99.0,745,–,–,190,508,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.04,27.5,98.6,113
W,W27X281,W27X281,F,281,83.1,29.3,29  1/4 ,–,–,–,14.4,14  3/8 ,–,–,–,1.06,1  1/16,  9/16,1.93,1 15/16,–,–,–,2.72,2 13/16,1  3/8 ,–,–,–,–,–,3.72,–,–,22.5,–,–,11900,936,814,12.0,953,206,133,3.39,–,–,–,79.5,178000,–,98.5,685,–,–,176,466,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.00,27.4,98.6,113
W,W27X258,W27X258,F,258,76.1,29.0,29      ,–,–,–,14.3,14  1/4 ,–,–,–,0.980,1      ,  1/2 ,1.77,1  3/4 ,–,–,–,2.56,2 11/16,1  5/16,–,–,–,–,–,4.03,–,–,24.4,–,–,10800,852,745,11.9,859,187,120,3.36,–,–,–,61.6,159000,–,97.3,616,–,–,160,424,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.96,27.2,97.7,112
W,W27X235,W27X235,F,235,69.4,28.7,28  5/8 ,–,–,–,14.2,14  1/4 ,–,–,–,0.910, 15/16,  1/2 ,1.61,1  5/8 ,–,–,–,2.40,2  1/2 ,1  5/16,–,–,–,–,–,4.41,–,–,26.2,–,–,9700,772,677,11.8,769,168,108,3.33,–,–,–,47.0,141000,–,96.2,550,–,–,145,384,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.92,27.1,96.8,111
W,W27X217,W27X217,F,217,63.9,28.4,28  3/8 ,–,–,–,14.1,14  1/8 ,–,–,–,0.830, 13/16,  7/16,1.50,1  1/2 ,–,–,–,2.29,2  3/8 ,1  1/4 ,–,–,–,–,–,4.71,–,–,28.7,–,–,8910,711,627,11.8,704,154,100,3.32,–,–,–,37.6,128000,–,94.8,501,–,–,134,351,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.89,26.9,95.9,110
W,W27X194,W27X194,F,194,57.1,28.1,28  1/8 ,–,–,–,14.0,14      ,–,–,–,0.750,  3/4 ,  3/8 ,1.34,1  5/16,–,–,–,2.13,2  1/4 ,1  3/16,–,–,–,–,–,5.24,–,–,31.8,–,–,7860,631,559,11.7,619,136,88.1,3.29,–,–,–,27.1,111000,–,93.7,439,–,–,119,312,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.85,26.8,95.0,109
W,W27X178,W27X178,F,178,52.5,27.8,27  3/4 ,–,–,–,14.1,14  1/8 ,–,–,–,0.725,  3/4 ,  3/8 ,1.19,1  3/16,–,–,–,1.98,2  1/16,1  3/16,–,–,–,–,–,5.92,–,–,32.9,–,–,7020,570,505,11.6,555,122,78.8,3.25,–,–,–,20.1,98400,–,93.8,393,–,–,106,282,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.83,26.6,94.9,109
W,W27X161,W27X161,F,161,47.6,27.6,27  5/8 ,–,–,–,14.0,14      ,–,–,–,0.660, 11/16,  3/8 ,1.08,1  1/16,–,–,–,1.87,2      ,1  3/16,–,–,–,–,–,6.49,–,–,36.1,–,–,6310,515,458,11.5,497,109,70.9,3.23,–,–,–,15.1,87300,–,92.8,351,–,–,95.5,254,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.79,26.5,95.0,109
W,W27X146,W27X146,F,146,43.2,27.4,27  3/8 ,–,–,–,14.0,14      ,–,–,–,0.605,  5/8 ,  5/16,0.975,1      ,–,–,–,1.76,1  7/8 ,1  1/8 ,–,–,–,–,–,7.16,–,–,39.4,–,–,5660,464,414,11.5,443,97.7,63.5,3.20,–,–,–,11.3,77200,–,92.5,316,–,–,86.3,229,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.76,26.4,94.0,108
W,W27X129,W27X129,F,129,37.8,27.6,27  5/8 ,–,–,–,10.0,10      ,–,–,–,0.610,  5/8 ,  5/16,1.10,1  1/8 ,–,–,–,1.70,2      ,1  1/8 ,–,–,–,–,–,4.55,–,–,39.7,–,–,4760,395,345,11.2,184,57.6,36.8,2.21,–,–,–,11.1,32500,–,66.3,182,–,–,68.4,195,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.66,26.5,83.0,93.0
W,W27X114,W27X114,F,114,33.6,27.3,27  1/4 ,–,–,–,10.1,10  1/8 ,–,–,–,0.570,  9/16,  5/16,0.930, 15/16,–,–,–,1.53,1 13/16,1  1/8 ,–,–,–,–,–,5.41,–,–,42.5,–,–,4080,343,299,11.0,159,49.3,31.5,2.18,–,–,–,7.33,27600,–,66.6,156,–,–,58.4,170,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.65,26.4,82.7,92.8
W,W27X102,W27X102,F,102,30.0,27.1,27  1/8 ,–,–,–,10.0,10      ,–,–,–,0.515,  1/2 ,  1/4 ,0.830, 13/16,–,–,–,1.43,1  3/4 ,1  1/16,–,–,–,–,–,6.03,–,–,47.1,–,–,3620,305,267,11.0,139,43.4,27.8,2.15,–,–,–,5.28,24000,–,65.7,136,–,–,51.7,151,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.62,26.3,82.1,92.1
W,W27X94,W27X94,F,94.0,27.6,26.9,26  7/8 ,–,–,–,10.0,10      ,–,–,–,0.490,  1/2 ,  1/4 ,0.745,  3/4 ,–,–,–,1.34,1  5/8 ,1  1/16,–,–,–,–,–,6.70,–,–,49.5,–,–,3270,278,243,10.9,124,38.8,24.8,2.12,–,–,–,4.03,21300,–,65.4,122,–,–,46.3,137,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.59,26.2,81.8,91.8
W,W27X84,W27X84,F,84.0,24.7,26.7,26  3/4 ,–,–,–,10.0,10      ,–,–,–,0.460,  7/16,  1/4 ,0.640,  5/8 ,–,–,–,1.24,1  9/16,1  1/16,–,–,–,–,–,7.78,–,–,52.7,–,–,2850,244,213,10.7,106,33.2,21.2,2.07,–,–,–,2.81,17900,–,65.2,104,–,–,39.8,121,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.54,26.1,81.5,91.5
W,W24X370,W24X370,T,370,109,28.0,28      ,–,–,–,13.7,13  5/8 ,–,–,–,1.52,1  1/2 ,  3/4 ,2.72,2  3/4 ,–,–,–,3.22,3  5/8 ,1  9/16,–,–,–,–,–,2.51,–,–,14.2,–,–,13400,1130,957,11.1,1160,267,170,3.27,–,–,–,201,186000,–,86.6,807,–,–,209,568,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.92,25.3,93.3,107
W,W24X335,W24X335,T,335,98.3,27.5,27  1/2 ,–,–,–,13.5,13  1/2 ,–,–,–,1.38,1  3/8 , 11/16,2.48,2  1/2 ,–,–,–,2.98,3  3/8 ,1  1/2 ,–,–,–,–,–,2.73,–,–,15.6,–,–,11900,1020,864,11.0,1030,238,152,3.23,–,–,–,152,161000,–,84.4,707,–,–,188,506,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.86,25.0,91.5,105
W,W24X306,W24X306,T,306,89.7,27.1,27  1/8 ,–,–,–,13.4,13  3/8 ,–,–,–,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,–,–,–,2.78,3  3/16,1  7/16,–,–,–,–,–,2.94,–,–,17.1,–,–,10700,922,789,10.9,919,214,137,3.20,–,–,–,117,142000,–,83.1,635,–,–,172,459,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.81,24.8,90.6,104
W,W24X279,W24X279,T,279,81.9,26.7,26  3/4 ,–,–,–,13.3,13  1/4 ,–,–,–,1.16,1  3/16,  5/8 ,2.09,2  1/16,–,–,–,2.59,3      ,1  7/16,–,–,–,–,–,3.18,–,–,18.6,–,–,9600,835,718,10.8,823,193,124,3.17,–,–,–,90.5,125000,–,81.8,569,–,–,156,416,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.76,24.6,89.7,103
W,W24X250,W24X250,F,250,73.5,26.3,26  3/8 ,–,–,–,13.2,13  1/8 ,–,–,–,1.04,1  1/16,  9/16,1.89,1  7/8 ,–,–,–,2.39,2 13/16,1  3/8 ,–,–,–,–,–,3.49,–,–,20.7,–,–,8490,744,644,10.7,724,171,110,3.14,–,–,–,66.6,108000,–,80.6,502,–,–,140,370,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.71,24.4,88.8,102
W,W24X229,W24X229,F,229,67.2,26.0,26      ,–,–,–,13.1,13  1/8 ,–,–,–,0.960, 15/16,  1/2 ,1.73,1  3/4 ,–,–,–,2.23,2  5/8 ,1  5/16,–,–,–,–,–,3.79,–,–,22.5,–,–,7650,675,588,10.7,651,154,99.4,3.11,–,–,–,51.3,96100,–,79.5,450,–,–,127,336,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.67,24.3,88.9,102
W,W24X207,W24X207,F,207,60.7,25.7,25  3/4 ,–,–,–,13.0,13      ,–,–,–,0.870,  7/8 ,  7/16,1.57,1  9/16,–,–,–,2.07,2  1/2 ,1  1/4 ,–,–,–,–,–,4.14,–,–,24.8,–,–,6820,606,531,10.6,578,137,88.8,3.08,–,–,–,38.3,84100,–,78.4,400,–,–,115,302,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.62,24.1,88.0,101
W,W24X192,W24X192,F,192,56.5,25.5,25  1/2 ,–,–,–,13.0,13      ,–,–,–,0.810, 13/16,  7/16,1.46,1  7/16,–,–,–,1.96,2  3/8 ,1  1/4 ,–,–,–,–,–,4.43,–,–,26.6,–,–,6260,559,491,10.5,530,126,81.8,3.07,–,–,–,30.8,76300,–,78.1,371,–,–,107,280,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.6,24.0,88.0,101
W,W24X176,W24X176,F,176,51.7,25.2,25  1/4 ,–,–,–,12.9,12  7/8 ,–,–,–,0.750,  3/4 ,  3/8 ,1.34,1  5/16,–,–,–,1.84,2  1/4 ,1  3/16,–,–,–,–,–,4.81,–,–,28.7,–,–,5680,511,450,10.5,479,115,74.3,3.04,–,–,–,23.9,68400,–,76.9,333,–,–,97.1,254,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.57,23.9,86.7,99.6
W,W24X162,W24X162,F,162,47.8,25.0,25      ,–,–,–,13.0,13      ,–,–,–,0.705, 11/16,  3/8 ,1.22,1  1/4 ,–,–,–,1.72,2  1/8 ,1  3/16,–,–,–,–,–,5.31,–,–,30.6,–,–,5170,468,414,10.4,443,105,68.4,3.05,–,–,–,18.5,62600,–,77.3,306,–,–,89.2,233,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.57,23.8,86.7,99.7
W,W24X146,W24X146,F,146,43.0,24.7,24  3/4 ,–,–,–,12.9,12  7/8 ,–,–,–,0.650,  5/8 ,  5/16,1.09,1  1/16,–,–,–,1.59,2      ,1  1/8 ,–,–,–,–,–,5.92,–,–,33.2,–,–,4580,418,371,10.3,391,93.2,60.5,3.01,–,–,–,13.4,54600,–,76.1,268,–,–,78.8,207,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.53,23.6,85.9,98.8
W,W24X131,W24X131,F,131,38.6,24.5,24  1/2 ,–,–,–,12.9,12  7/8 ,–,–,–,0.605,  5/8 ,  5/16,0.960, 15/16,–,–,–,1.46,1  7/8 ,1  1/8 ,–,–,–,–,–,6.70,–,–,35.6,–,–,4020,370,329,10.2,340,81.5,53.0,2.97,–,–,–,9.50,47100,–,75.9,235,–,–,69.5,184,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.49,23.5,85.6,98.5
W,W24X117,W24X117,F,117,34.4,24.3,24  1/4 ,–,–,–,12.8,12  3/4 ,–,–,–,0.550,  9/16,  5/16,0.850,  7/8 ,–,–,–,1.35,1  3/4 ,1  1/8 ,–,–,–,–,–,7.53,–,–,39.2,–,–,3540,327,291,10.1,297,71.4,46.5,2.94,–,–,–,6.72,40800,–,75.0,204,–,–,61.0,163,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.46,23.5,85.0,97.8
W,W24X104,W24X104,F,104,30.7,24.1,24      ,–,–,–,12.8,12  3/4 ,–,–,–,0.500,  1/2 ,  1/4 ,0.750,  3/4 ,–,–,–,1.25,1  5/8 ,1  1/16,–,–,–,–,–,8.50,–,–,43.1,–,–,3100,289,258,10.1,259,62.4,40.7,2.91,–,–,–,4.72,35200,–,74.7,179,–,–,53.9,144,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.42,23.4,84.7,97.5
W,W24X103,W24X103,F,103,30.3,24.5,24  1/2 ,–,–,–,9.00,9      ,–,–,–,0.550,  9/16,  5/16,0.980,1      ,–,–,–,1.48,1  7/8 ,1  1/8 ,–,–,–,–,–,4.59,–,–,39.2,–,–,3000,280,245,10.0,119,41.5,26.5,1.99,–,–,–,7.07,16600,–,52.9,117,–,–,48.7,139,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.40,23.5,74.0,83.0
W,W24X94,W24X94,F,94.0,27.7,24.3,24  1/4 ,–,–,–,9.07,9  1/8 ,–,–,–,0.515,  1/2 ,  1/4 ,0.875,  7/8 ,–,–,–,1.38,1  3/4 ,1  1/16,–,–,–,–,–,5.18,–,–,41.9,–,–,2700,254,222,9.87,109,37.5,24.0,1.98,–,–,–,5.26,15000,–,53.1,105,–,–,43.8,126,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.40,23.4,73.9,83.0
W,W24X84,W24X84,F,84.0,24.7,24.1,24  1/8 ,–,–,–,9.02,9      ,–,–,–,0.470,  1/2 ,  1/4 ,0.770,  3/4 ,–,–,–,1.27,1 11/16,1  1/16,–,–,–,–,–,5.86,–,–,45.9,–,–,2370,224,196,9.79,94.4,32.6,20.9,1.95,–,–,–,3.70,12800,–,52.6,91.3,–,–,38.4,111,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.37,23.3,73.5,82.5
W,W24X76,W24X76,F,76.0,22.4,23.9,23  7/8 ,–,–,–,8.99,9      ,–,–,–,0.440,  7/16,  1/4 ,0.680, 11/16,–,–,–,1.18,1  9/16,1  1/16,–,–,–,–,–,6.61,–,–,49.0,–,–,2100,200,176,9.69,82.5,28.6,18.4,1.92,–,–,–,2.68,11100,–,52.2,79.8,–,–,33.8,98.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.33,23.2,73.0,82.0
W,W24X68,W24X68,F,68.0,20.1,23.7,23  3/4 ,–,–,–,8.97,9      ,–,–,–,0.415,  7/16,  1/4 ,0.585,  9/16,–,–,–,1.09,1  1/2 ,1  1/16,–,–,–,–,–,7.66,–,–,52.0,–,–,1830,177,154,9.55,70.4,24.5,15.7,1.87,–,–,–,1.87,9430,–,51.8,68.0,–,–,28.9,87.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.30,23.1,72.6,81.6
W,W24X62,W24X62,F,62.0,18.2,23.7,23  3/4 ,–,–,–,7.04,7      ,–,–,–,0.430,  7/16,  1/4 ,0.590,  9/16,–,–,–,1.09,1  1/2 ,1  1/16,–,–,–,–,–,5.97,–,–,50.1,–,–,1550,153,131,9.23,34.5,15.7,9.80,1.38,–,–,–,1.71,4620,–,40.7,42.2,–,–,22.5,75.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.75,23.1,66.8,73.8
W,W24X55,W24X55,F,55.0,16.2,23.6,23  5/8 ,–,–,–,7.01,7      ,–,–,–,0.395,  3/8 ,  3/16,0.505,  1/2 ,–,–,–,1.01,1  7/16,1      ,–,–,–,–,–,6.94,–,–,54.6,–,–,1350,134,114,9.11,29.1,13.3,8.30,1.34,–,–,–,1.18,3870,–,40.5,35.8,–,–,19.3,66.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.72,23.1,66.6,73.6
W,W21X201,W21X201,F,201,59.3,23.0,23      ,–,–,–,12.6,12  5/8 ,–,–,–,0.910, 15/16,  1/2 ,1.63,1  5/8 ,–,–,–,2.13,2  1/2 ,1  5/16,–,–,–,–,–,3.86,–,–,20.6,–,–,5310,530,461,9.47,542,133,86.1,3.02,–,–,–,40.9,62000,–,67.3,346,–,–,102,264,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.55,21.4,81.1,93.7
W,W21X182,W21X182,F,182,53.6,22.7,22  3/4 ,–,–,–,12.5,12  1/2 ,–,–,–,0.830, 13/16,  7/16,1.48,1  1/2 ,–,–,–,1.98,2  3/8 ,1  1/4 ,–,–,–,–,–,4.22,–,–,22.6,–,–,4730,476,417,9.40,483,119,77.2,3.00,–,–,–,30.7,54400,–,66.3,307,–,–,91.6,237,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.51,21.2,80.4,92.9
W,W21X166,W21X166,F,166,48.8,22.5,22  1/2 ,–,–,–,12.4,12  3/8 ,–,–,–,0.750,  3/4 ,  3/8 ,1.36,1  3/8 ,–,–,–,1.86,2  1/4 ,1  3/16,–,–,–,–,–,4.57,–,–,25.0,–,–,4280,432,380,9.36,435,108,70.0,2.99,–,–,–,23.6,48500,–,65.5,276,–,–,83.7,215,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.48,21.1,79.8,92.2
