Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB
HSS,HSS63.5X63.5X6.4,HSS63.5X63.5X6.4,10.5,1270,–,–,63.5,45.7,–,–,–,63.5,45.7,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,7.73,–,7.73,–,0.678,26.7,21.3,23.1,0.678,26.7,21.3,23.1,–,–,–,1160,–,38.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X63.5X4.8,HSS63.5X63.5X4.8,8.3,994,–,–,63.5,50.3,–,–,–,63.5,50.3,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,11.4,–,11.4,–,0.562,21.6,17.7,23.8,0.562,21.6,17.7,23.8,–,–,–,937,–,30.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X63.5X3.2,HSS63.5X63.5X3.2,5.8,690,–,–,63.5,54.6,–,–,–,63.5,54.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,18.5,–,18.5,–,0.415,15.5,13.1,24.5,0.415,15.5,13.1,24.5,–,–,–,670,–,21.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X50.8X6.4,HSS63.5X50.8X6.4,9.26,1120,–,–,63.5,45.7,–,–,–,50.8,33.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,5.58,–,7.73,–,0.554,22.5,17.4,22.2,0.387,19.2,15.2,18.6,–,–,–,791,–,29.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X50.8X4.8,HSS63.5X50.8X4.8,7.36,884,–,–,63.5,50.3,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,8.51,–,11.4,–,0.466,18.4,14.7,23.0,0.327,15.7,12.9,19.3,–,–,–,645,–,23.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X50.8X3.2,HSS63.5X50.8X3.2,5.16,617,–,–,63.5,54.6,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,14.2,–,18.5,–,0.347,13.3,10.9,23.7,0.245,11.4,9.65,19.9,–,–,–,466,–,17.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X38.1X6.4,HSS63.5X38.1X6.4,8,974,–,–,63.5,45.7,–,–,–,38.1,20.3,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,3.44,–,7.73,–,0.429,18.2,13.5,21.0,0.187,12.5,9.82,13.9,–,–,–,458,–,21.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X38.1X4.8,HSS63.5X38.1X4.8,6.41,768,–,–,63.5,50.3,–,–,–,38.1,24.8,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,5.62,–,11.4,–,0.367,15.0,11.6,21.8,0.162,10.4,8.52,14.5,–,–,–,387,–,17.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X38.1X3.2,HSS63.5X38.1X3.2,4.53,542,–,–,63.5,54.6,–,–,–,38.1,29.2,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,9.91,–,18.5,–,0.278,11.0,8.77,22.7,0.125,7.69,6.54,15.2,–,–,–,286,–,12.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X25.4X4.8,HSS63.5X25.4X4.8,5.46,658,–,–,63.5,50.3,–,–,–,25.4,12.1,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,2.75,–,11.4,–,0.269,11.7,8.47,20.2,0.0595,5.90,4.67,9.50,–,–,–,171,–,10.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X25.4X3.2,HSS63.5X25.4X3.2,3.9,467,–,–,63.5,54.6,–,–,–,25.4,16.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,5.62,–,18.5,–,0.209,8.72,6.60,21.2,0.0479,4.49,3.77,10.1,–,–,–,134,–,7.91,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS57.2X57.2X6.4,HSS57.2X57.2X6.4,9.26,1120,–,–,57.2,39.4,–,–,–,57.2,39.4,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,6.65,–,6.65,–,0.470,21.0,16.6,20.5,0.470,21.0,16.6,20.5,–,–,–,816,–,30.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS57.2X57.2X4.8,HSS57.2X57.2X4.8,7.35,884,–,–,57.2,43.9,–,–,–,57.2,43.9,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,9.94,–,9.94,–,0.397,17.0,13.9,21.2,0.397,17.0,13.9,21.2,–,–,–,666,–,24.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS57.2X57.2X3.2,HSS57.2X57.2X3.2,5.16,617,–,–,57.2,48.3,–,–,–,57.2,48.3,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,16.4,–,16.4,–,0.296,12.4,10.4,21.9,0.296,12.4,10.4,21.9,–,–,–,479,–,17.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS57.2X50.8X4.8,HSS57.2X50.8X4.8,6.89,826,–,–,57.2,43.9,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,8.51,–,9.94,–,0.358,15.6,12.5,20.8,0.297,14.4,11.7,19.0,–,–,–,549,–,21.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS57.2X50.8X3.2,HSS57.2X50.8X3.2,4.85,579,–,–,57.2,48.3,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,14.2,–,16.4,–,0.269,11.4,9.41,21.5,0.224,10.5,8.82,19.7,–,–,–,398,–,15.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS50.8X50.8X6.4,HSS50.8X50.8X6.4,8,974,–,–,50.8,33.0,–,–,–,50.8,33.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,5.58,–,5.58,–,0.311,15.8,12.2,17.9,0.311,15.8,12.2,17.9,–,–,–,545,–,23.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS50.8X50.8X4.8,HSS50.8X50.8X4.8,6.4,768,–,–,50.8,37.6,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,8.51,–,8.51,–,0.267,13.1,10.5,18.6,0.267,13.1,10.5,18.6,–,–,–,454,–,18.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS50.8X50.8X3.2,HSS50.8X50.8X3.2,4.53,542,–,–,50.8,41.9,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,0.202,9.57,7.96,19.3,0.202,9.57,7.96,19.3,–,–,–,331,–,13.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS50.8X38.1X4.8,HSS50.8X38.1X4.8,5.46,658,–,–,50.8,37.6,–,–,–,38.1,24.8,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,5.62,–,8.51,–,0.206,10.5,8.11,17.7,0.130,8.54,6.83,14.1,–,–,–,276,–,13.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS50.8X38.1X3.2,HSS50.8X38.1X3.2,3.9,467,–,–,50.8,41.9,–,–,–,38.1,29.2,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,9.91,–,14.2,–,0.159,7.78,6.28,18.5,0.102,6.37,5.33,14.8,–,–,–,206,–,9.82,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS50.8X25.4X4.8,HSS50.8X25.4X4.8,4.51,545,–,–,50.8,37.6,–,–,–,25.4,12.1,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,2.75,–,8.51,–,0.146,7.87,5.74,16.3,0.0466,4.72,3.69,9.27,–,–,–,125,–,8.28,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS50.8X25.4X3.2,HSS50.8X25.4X3.2,3.26,392,–,–,50.8,41.9,–,–,–,25.4,16.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,5.62,–,14.2,–,0.117,6.00,4.59,17.2,0.0384,3.65,3.02,9.91,–,–,–,99.1,–,6.23,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS508X12.7,HSS508X12.7,155,18400,–,–,–,–,508,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,43.0,566,2900,2230,176,566,2900,2230,176,–,–,–,1130000,–,4460,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS508X9.5,HSS508X9.5,117,13900,–,–,–,–,508,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,57.3,433,2210,1700,177,433,2210,1700,177,–,–,–,866000,–,3410,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS457.2X12.7,HSS457.2X12.7,139,16500,–,–,–,–,457,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,38.7,410,2340,1790,157,410,2340,1790,157,–,–,–,820000,–,3590,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS457.2X9.5,HSS457.2X9.5,105,12500,–,–,–,–,457,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,51.6,314,1790,1370,158,314,1790,1370,158,–,–,–,629000,–,2750,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS406.4X15.9,HSS406.4X15.9,153,18100,–,–,–,–,406,–,–,–,–,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,–,–,–,27.5,349,2260,1720,139,349,2260,1720,139,–,–,–,699000,–,3420,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS406.4X12.7,HSS406.4X12.7,123,14600,–,–,–,–,406,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,34.4,285,1840,1400,139,285,1840,1400,139,–,–,–,570000,–,2800,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS406.4X11.1,HSS406.4X11.1,108,12800,–,–,–,–,406,–,–,–,–,–,–,–,–,–,–,–,11.1,10.3,–,–,–,–,–,–,–,–,–,–,–,–,–,39.3,252,1620,1240,140,252,1620,1240,140,–,–,–,504000,–,2490,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS406.4X9.5,HSS406.4X9.5,93.2,11100,–,–,–,–,406,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,45.8,219,1400,1080,140,219,1400,1080,140,–,–,–,437000,–,2150,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS406.4X7.9,HSS406.4X7.9,77.9,9290,–,–,–,–,406,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,55.0,184,1180,908,141,184,1180,908,141,–,–,–,369000,–,1820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS406.4X6.4,HSS406.4X6.4,62.6,7420,–,–,–,–,406,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,68.7,149,949,734,142,149,949,734,142,–,–,–,298000,–,1470,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS355.6X15.9,HSS355.6X15.9,133,15800,–,–,–,–,356,–,–,–,–,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,–,–,–,24.1,230,1720,1290,121,230,1720,1290,121,–,–,–,458000,–,2590,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS355.6X12.7,HSS355.6X12.7,107,12800,–,–,–,–,356,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,30.1,189,1400,1060,122,189,1400,1060,122,–,–,–,378000,–,2130,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS355.6X9.5,HSS355.6X9.5,81.3,9680,–,–,–,–,356,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,40.1,145,1070,816,123,145,1070,816,123,–,–,–,291000,–,1640,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS355.6X7.9,HSS355.6X7.9,67.9,8060,–,–,–,–,356,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,48.1,123,896,690,123,123,896,690,123,–,–,–,245000,–,1380,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS355.6X6.4,HSS355.6X6.4,54.7,6520,–,–,–,–,356,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,60.1,99.5,724,559,124,99.5,724,559,124,–,–,–,199000,–,1120,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS323.9X12.7,HSS323.9X12.7,97.4,11500,–,–,–,–,324,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,27.4,141,1150,872,110,141,1150,872,110,–,–,–,282000,–,1740,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS323.9X9.5,HSS323.9X9.5,73.8,8770,–,–,–,–,324,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,36.5,109,880,672,112,109,880,672,112,–,–,–,218000,–,1350,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS323.9X6.4,HSS323.9X6.4,49.7,5910,–,–,–,–,324,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,54.7,74.9,598,462,113,74.9,598,462,113,–,–,–,149000,–,923,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS273.1X12.7,HSS273.1X12.7,81.5,9680,–,–,–,–,273,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,23.1,82.8,806,606,92.5,82.8,806,606,92.5,–,–,–,166000,–,1210,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS273.1X9.5,HSS273.1X9.5,61.9,7350,–,–,–,–,273,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,30.8,64.1,619,470,93.5,64.1,619,470,93.5,–,–,–,129000,–,941,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS273.1X6.4,HSS273.1X6.4,41.8,4970,–,–,–,–,273,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,46.1,44.1,423,324,94.5,44.1,423,324,94.5,–,–,–,88700,–,649,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS254X15.9,HSS254X15.9,93.2,11100,–,–,–,–,254,–,–,–,–,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,79.5,846,628,84.8,79.5,846,628,84.8,–,–,–,159000,–,1260,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS254X12.7,HSS254X12.7,75.6,8970,–,–,–,–,254,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,21.5,66.2,693,519,85.9,66.2,693,519,85.9,–,–,–,132000,–,1040,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS254X9.5,HSS254X9.5,57.4,6840,–,–,–,–,254,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,28.7,51.2,533,405,86.6,51.2,533,405,86.6,–,–,–,103000,–,808,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS254X7.9,HSS254X7.9,48.1,5730,–,–,–,–,254,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,34.4,43.7,449,342,87.1,43.7,449,342,87.1,–,–,–,87000,–,687,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS254X6.4,HSS254X6.4,38.8,4610,–,–,–,–,254,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,42.9,35.5,364,280,87.6,35.5,364,280,87.6,–,–,–,71200,–,559,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS254X4.8,HSS254X4.8,29.3,3460,–,–,–,–,254,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,57.5,27.0,275,213,88.1,27.0,275,213,88.1,–,–,–,54100,–,424,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS244.5X12.7,HSS244.5X12.7,72.6,8650,–,–,–,–,244,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,20.7,58.7,639,479,82.3,58.7,639,479,82.3,–,–,–,117000,–,959,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS244.5X9.5,HSS244.5X9.5,55.2,6580,–,–,–,–,244,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,27.6,45.8,492,374,83.3,45.8,492,374,83.3,–,–,–,91200,–,746,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS244.5X7.9,HSS244.5X7.9,46.2,5500,–,–,–,–,244,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,33.1,38.7,416,316,83.8,38.7,416,316,83.8,–,–,–,77400,–,634,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS244.5X6.4,HSS244.5X6.4,37.3,4430,–,–,–,–,244,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,41.3,31.6,338,259,84.3,31.6,338,259,84.3,–,–,–,63300,–,516,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS244.5X4.8,HSS244.5X4.8,28.2,3340,–,–,–,–,244,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,55.3,24.0,254,197,84.8,24.0,254,197,84.8,–,–,–,47900,–,393,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS219.1X15.9,HSS219.1X15.9,79.5,9480,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,–,–,–,14.8,49.5,618,454,72.4,49.5,618,454,72.4,–,–,–,99500,–,908,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS219.1X12.7,HSS219.1X12.7,64.6,7680,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,18.5,41.6,508,379,73.4,41.6,508,379,73.4,–,–,–,82800,–,757,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS219.1X9.5,HSS219.1X9.5,49.2,5850,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,24.7,32.4,392,295,74.4,32.4,392,295,74.4,–,–,–,64900,–,592,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS219.1X8.2,HSS219.1X8.2,42.5,5060,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,8.18,7.62,–,–,–,–,–,–,–,–,–,–,–,–,–,28.8,28.3,341,259,74.9,28.3,341,259,74.9,–,–,–,56600,–,518,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS219.1X6.4,HSS219.1X6.4,33.3,3960,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,37.0,22.5,269,205,75.4,22.5,269,205,75.4,–,–,–,45000,–,411,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS219.1X4.8,HSS219.1X4.8,25.2,2980,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,49.6,17.2,203,157,75.9,17.2,203,157,75.9,–,–,–,34300,–,313,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS193.7X9.5,HSS193.7X9.5,43.2,5150,–,–,–,–,194,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,21.8,22.0,303,228,65.5,22.0,303,228,65.5,–,–,–,44100,–,456,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS193.7X8.3,HSS193.7X8.3,38.1,4520,–,–,–,–,194,–,–,–,–,–,–,–,–,–,–,–,8.33,7.75,–,–,–,–,–,–,–,–,–,–,–,–,–,25.0,19.6,269,202,65.8,19.6,269,202,65.8,–,–,–,39200,–,405,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS190.5X12.7,HSS190.5X12.7,55.7,6650,–,–,–,–,191,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,16.1,26.6,377,279,63.2,26.6,377,279,63.2,–,–,–,53300,–,559,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS190.5X9.5,HSS190.5X9.5,42.5,5060,–,–,–,–,191,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,21.5,20.9,293,220,64.3,20.9,293,220,64.3,–,–,–,41600,–,439,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS190.5X7.9,HSS190.5X7.9,35.7,4250,–,–,–,–,191,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,25.8,17.9,247,187,64.8,17.9,247,187,64.8,–,–,–,35700,–,375,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
