Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB
HSS,HSS114.3X114.3X12.7,HSS114.3X114.3X12.7,37.1,4480,–,–,114,78.7,–,–,–,114,78.7,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,6.67,–,6.67,–,7.53,167,132,40.9,7.53,167,132,40.9,–,–,–,13000,–,243,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS114.3X114.3X9.5,HSS114.3X114.3X9.5,29.4,3540,–,–,114,87.6,–,–,–,114,87.6,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,9.89,–,9.89,–,6.37,137,111,42.4,6.37,137,111,42.4,–,–,–,10700,–,195,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS114.3X114.3X7.9,HSS114.3X114.3X7.9,25.2,3020,–,–,114,92.2,–,–,–,114,92.2,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,12.5,–,12.5,–,5.62,119,98.3,43.2,5.62,119,98.3,43.2,–,–,–,9280,–,167,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS114.3X114.3X6.4,HSS114.3X114.3X6.4,20.7,2480,–,–,114,96.5,–,–,–,114,96.5,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,16.3,–,16.3,–,4.75,99.3,83.2,43.9,4.75,99.3,83.2,43.9,–,–,–,7700,–,138,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS114.3X114.3X4.8,HSS114.3X114.3X4.8,15.9,1890,–,–,114,101,–,–,–,114,101,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,22.9,–,22.9,–,3.75,77.2,65.7,44.5,3.75,77.2,65.7,44.5,–,–,–,5990,–,106,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS114.3X114.3X3.2,HSS114.3X114.3X3.2,10.9,1290,–,–,114,105,–,–,–,114,105,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,35.8,–,35.8,–,2.64,53.6,46.2,45.2,2.64,53.6,46.2,45.2,–,–,–,4130,–,72.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X101.6X12.7,HSS101.6X101.6X12.7,32,3880,–,–,102,66.0,–,–,–,102,66.0,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,5.59,–,5.59,–,4.95,126,97.8,35.8,4.95,126,97.8,35.8,–,–,–,8740,–,184,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X101.6X9.5,HSS101.6X101.6X9.5,25.6,3080,–,–,102,74.9,–,–,–,102,74.9,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,8.45,–,8.45,–,4.29,105,84.1,37.3,4.29,105,84.1,37.3,–,–,–,7280,–,150,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X101.6X7.9,HSS101.6X101.6X7.9,22,2650,–,–,102,79.5,–,–,–,102,79.5,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,10.8,–,10.8,–,3.80,91.6,74.9,37.8,3.80,91.6,74.9,37.8,–,–,–,6370,–,130,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X101.6X6.4,HSS101.6X101.6X6.4,18.1,2170,–,–,102,83.8,–,–,–,102,83.8,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,3.25,76.9,63.9,38.6,3.25,76.9,63.9,38.6,–,–,–,5330,–,107,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X101.6X4.8,HSS101.6X101.6X4.8,14,1660,–,–,102,88.4,–,–,–,102,88.4,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,20.0,–,20.0,–,2.58,60.1,50.8,39.4,2.58,60.1,50.8,39.4,–,–,–,4160,–,83.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X101.6X3.2,HSS101.6X101.6X3.2,9.59,1140,–,–,102,92.7,–,–,–,102,92.7,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,31.5,–,31.5,–,1.83,42.0,36.1,40.1,1.83,42.0,36.1,40.1,–,–,–,2880,–,57.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X76.2X9.5,HSS101.6X76.2X9.5,21.8,2640,–,–,102,74.9,–,–,–,76.2,49.5,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,5.59,–,8.45,–,3.30,83.9,65.1,35.3,2.09,68.5,54.7,28.2,–,–,–,4410,–,108,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X76.2X7.9,HSS101.6X76.2X7.9,18.8,2270,–,–,102,79.5,–,–,–,76.2,54.1,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,7.32,–,10.8,–,2.97,73.9,58.5,36.1,1.88,60.5,49.5,28.7,–,–,–,3920,–,94.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X76.2X6.4,HSS101.6X76.2X6.4,15.6,1880,–,–,102,83.8,–,–,–,76.2,58.4,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,9.87,–,14.2,–,2.56,62.4,50.3,36.8,1.63,51.1,42.8,29.5,–,–,–,3310,–,78.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X76.2X4.8,HSS101.6X76.2X4.8,12.1,1450,–,–,102,88.4,–,–,–,76.2,63.0,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,14.3,–,20.0,–,2.05,49.2,40.5,37.8,1.32,40.3,34.4,30.2,–,–,–,2610,–,61.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X76.2X3.2,HSS101.6X76.2X3.2,8.33,994,–,–,102,92.7,–,–,–,76.2,67.3,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,22.8,–,31.5,–,1.47,34.6,28.8,38.6,0.945,28.3,24.7,30.7,–,–,–,1820,–,42.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X63.5X9.5,HSS101.6X63.5X9.5,19.9,2410,–,–,102,74.9,–,–,–,63.5,36.8,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,4.15,–,8.45,–,2.82,73.4,55.4,34.3,1.32,52.4,41.6,23.4,–,–,–,3150,–,87.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X63.5X7.9,HSS101.6X63.5X7.9,17.3,2080,–,–,102,79.5,–,–,–,63.5,41.4,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,5.60,–,10.8,–,2.55,65.1,50.3,35.1,1.20,46.7,38.0,24.1,–,–,–,2820,–,76.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X63.5X6.4,HSS101.6X63.5X6.4,14.3,1720,–,–,102,83.8,–,–,–,63.5,45.7,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,7.73,–,14.2,–,2.21,55.4,43.6,35.8,1.05,39.8,33.1,24.7,–,–,–,2410,–,64.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X63.5X4.8,HSS101.6X63.5X4.8,11.2,1330,–,–,102,88.4,–,–,–,63.5,50.3,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,11.4,–,20.0,–,1.79,43.8,35.2,36.6,0.857,31.6,27.0,25.4,–,–,–,1910,–,50.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X63.5X3.2,HSS101.6X63.5X3.2,7.7,916,–,–,102,92.7,–,–,–,63.5,54.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,18.5,–,31.5,–,1.29,30.8,25.2,37.3,0.620,22.3,19.5,26.2,–,–,–,1340,–,35.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X50.8X9.5,HSS101.6X50.8X9.5,18,2190,–,–,102,74.9,–,–,–,50.8,24.2,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,2.73,–,8.45,–,2.33,62.9,45.9,32.8,0.749,37.9,29.5,18.5,–,–,–,2010,–,66.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X50.8X7.9,HSS101.6X50.8X7.9,15.7,1900,–,–,102,79.5,–,–,–,50.8,28.7,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,3.88,–,10.8,–,2.14,56.2,42.0,33.5,0.695,34.1,27.4,19.2,–,–,–,1830,–,58.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X50.8X6.4,HSS101.6X50.8X6.4,13.1,1570,–,–,102,83.8,–,–,–,50.8,33.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,5.58,–,14.2,–,1.87,48.2,36.9,34.5,0.616,29.3,24.3,19.8,–,–,–,1590,–,50.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X50.8X4.8,HSS101.6X50.8X4.8,10.2,1220,–,–,102,88.4,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,8.51,–,20.0,–,1.52,38.3,30.0,35.3,0.508,23.4,20.0,20.4,–,–,–,1280,–,39.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS101.6X50.8X3.2,HSS101.6X50.8X3.2,7.06,839,–,–,102,92.7,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,14.2,–,31.5,–,1.10,27.2,21.6,36.3,0.374,16.7,14.7,21.1,–,–,–,916,–,27.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X88.9X9.5,HSS88.9X88.9X9.5,21.8,2640,–,–,88.9,62.2,–,–,–,88.9,62.2,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,7.02,–,7.02,–,2.70,76.9,60.8,32.0,2.70,76.9,60.8,32.0,–,–,–,4660,–,111,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X88.9X7.9,HSS88.9X88.9X7.9,18.8,2270,–,–,88.9,66.8,–,–,–,88.9,66.8,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,9.04,–,9.04,–,2.43,67.8,54.7,32.8,2.43,67.8,54.7,32.8,–,–,–,4120,–,96.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X88.9X6.4,HSS88.9X88.9X6.4,15.6,1880,–,–,88.9,71.1,–,–,–,88.9,71.1,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,12.0,–,12.0,–,2.10,57.4,47.2,33.5,2.10,57.4,47.2,33.5,–,–,–,3480,–,80.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X88.9X4.8,HSS88.9X88.9X4.8,12.1,1450,–,–,88.9,75.7,–,–,–,88.9,75.7,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,17.1,–,17.1,–,1.69,45.2,37.9,34.3,1.69,45.2,37.9,34.3,–,–,–,2730,–,62.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X88.9X3.2,HSS88.9X88.9X3.2,8.33,994,–,–,88.9,80.0,–,–,–,88.9,80.0,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,27.2,–,27.2,–,1.21,31.6,27.2,34.8,1.21,31.6,27.2,34.8,–,–,–,1910,–,43.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X63.5X9.5,HSS88.9X63.5X9.5,18,2190,–,–,88.9,62.2,–,–,–,63.5,36.8,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,4.15,–,7.02,–,1.98,58.8,44.5,30.1,1.15,46.3,36.3,23.0,–,–,–,2560,–,74.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X63.5X7.9,HSS88.9X63.5X7.9,15.6,1900,–,–,88.9,66.8,–,–,–,63.5,41.4,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,5.60,–,9.04,–,1.81,52.5,40.7,30.9,1.06,41.4,33.3,23.6,–,–,–,2300,–,66.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X63.5X6.4,HSS88.9X63.5X6.4,13.1,1570,–,–,88.9,71.1,–,–,–,63.5,45.7,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,7.73,–,12.0,–,1.58,44.8,35.5,31.7,0.928,35.4,29.2,24.3,–,–,–,1980,–,55.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X63.5X4.8,HSS88.9X63.5X4.8,10.2,1220,–,–,88.9,75.7,–,–,–,63.5,50.3,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,11.4,–,17.1,–,1.29,35.7,28.9,32.5,0.760,28.3,23.9,25.0,–,–,–,1570,–,43.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X63.5X3.2,HSS88.9X63.5X3.2,7.07,839,–,–,88.9,80.0,–,–,–,63.5,54.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,18.5,–,27.2,–,0.929,25.3,20.9,33.2,0.553,20.1,17.4,25.6,–,–,–,1110,–,30.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X50.8X6.4,HSS88.9X50.8X6.4,11.8,1430,–,–,88.9,71.1,–,–,–,50.8,33.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,5.58,–,12.0,–,1.32,38.7,29.7,30.5,0.541,25.9,21.3,19.5,–,–,–,1320,–,43.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X50.8X4.8,HSS88.9X50.8X4.8,9.27,1100,–,–,88.9,75.7,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,8.51,–,17.1,–,1.09,31.0,24.4,31.2,0.450,20.8,17.7,20.1,–,–,–,1060,–,34.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X50.8X3.2,HSS88.9X50.8X3.2,6.43,768,–,–,88.9,80.0,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,14.2,–,27.2,–,0.791,22.0,17.9,32.3,0.331,14.9,13.0,20.8,–,–,–,762,–,24.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X38.1X6.4,HSS88.9X38.1X6.4,10.5,1270,–,–,88.9,71.1,–,–,–,38.1,20.3,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,3.44,–,12.0,–,1.06,32.4,23.9,29.0,0.266,17.4,13.9,14.5,–,–,–,745,–,30.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X38.1X4.8,HSS88.9X38.1X4.8,8.31,994,–,–,88.9,75.7,–,–,–,38.1,24.8,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,5.62,–,17.1,–,0.882,26.2,19.8,29.7,0.226,14.2,11.9,15.1,–,–,–,620,–,24.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS88.9X38.1X3.2,HSS88.9X38.1X3.2,5.8,690,–,–,88.9,80.0,–,–,–,38.1,29.2,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,9.91,–,27.2,–,0.653,18.8,14.7,30.7,0.171,10.3,8.98,15.7,–,–,–,454,–,17.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X76.2X9.5,HSS76.2X76.2X9.5,18,2190,–,–,76.2,49.5,–,–,–,76.2,49.5,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,5.59,–,5.59,–,1.57,53.3,41.3,26.9,1.57,53.3,41.3,26.9,–,–,–,2760,–,77.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X76.2X7.9,HSS76.2X76.2X7.9,15.7,1900,–,–,76.2,54.1,–,–,–,76.2,54.1,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,7.32,–,7.32,–,1.44,47.5,37.7,27.4,1.44,47.5,37.7,27.4,–,–,–,2470,–,68.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X76.2X6.4,HSS76.2X76.2X6.4,13.1,1570,–,–,76.2,58.4,–,–,–,76.2,58.4,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,9.87,–,9.87,–,1.26,40.6,32.9,28.2,1.26,40.6,32.9,28.2,–,–,–,2110,–,57.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X76.2X4.8,HSS76.2X76.2X4.8,10.2,1220,–,–,76.2,63.0,–,–,–,76.2,63.0,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,14.3,–,14.3,–,1.02,32.3,26.9,29.0,1.02,32.3,26.9,29.0,–,–,–,1680,–,45.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X76.2X3.2,HSS76.2X76.2X3.2,7.06,839,–,–,76.2,67.3,–,–,–,76.2,67.3,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,22.8,–,22.8,–,0.741,22.9,19.5,29.7,0.741,22.9,19.5,29.7,–,–,–,1180,–,31.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X63.5X7.9,HSS76.2X63.5X7.9,14.1,1700,–,–,76.2,54.1,–,–,–,63.5,41.4,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,5.60,–,7.32,–,1.22,41.1,31.8,26.7,0.907,36.1,28.5,23.1,–,–,–,1810,–,55.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X63.5X6.4,HSS76.2X63.5X6.4,11.8,1430,–,–,76.2,58.4,–,–,–,63.5,45.7,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,7.73,–,9.87,–,1.07,35.4,28.2,27.4,0.803,31.1,25.2,23.7,–,–,–,1560,–,47.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X63.5X4.8,HSS76.2X63.5X4.8,9.27,1100,–,–,76.2,63.0,–,–,–,63.5,50.3,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,11.4,–,14.3,–,0.878,28.3,23.1,28.2,0.662,24.9,20.8,24.5,–,–,–,1250,–,37.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X63.5X3.2,HSS76.2X63.5X3.2,6.43,768,–,–,76.2,67.3,–,–,–,63.5,54.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,18.5,–,22.8,–,0.641,20.2,16.9,29.0,0.483,17.9,15.3,25.1,–,–,–,887,–,26.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X50.8X7.9,HSS76.2X50.8X7.9,12.5,1520,–,–,76.2,54.1,–,–,–,50.8,28.7,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,3.88,–,7.32,–,0.991,34.6,26.1,25.7,0.516,25.9,20.3,18.4,–,–,–,1190,–,42.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X50.8X6.4,HSS76.2X50.8X6.4,10.5,1270,–,–,76.2,58.4,–,–,–,50.8,33.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,5.58,–,9.87,–,0.887,30.0,23.3,26.4,0.462,22.6,18.2,19.1,–,–,–,1050,–,36.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X50.8X4.8,HSS76.2X50.8X4.8,8.31,994,–,–,76.2,63.0,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,8.51,–,14.3,–,0.737,24.3,19.3,27.2,0.388,18.4,15.3,19.8,–,–,–,853,–,29.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X50.8X3.2,HSS76.2X50.8X3.2,5.8,690,–,–,76.2,67.3,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,14.2,–,22.8,–,0.541,17.4,14.2,27.9,0.288,13.2,11.3,20.4,–,–,–,612,–,20.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X38.1X6.4,HSS76.2X38.1X6.4,9.26,1120,–,–,76.2,58.4,–,–,–,38.1,20.3,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,3.44,–,9.87,–,0.699,24.7,18.4,24.9,0.226,14.9,11.9,14.2,–,–,–,599,–,25.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X38.1X4.8,HSS76.2X38.1X4.8,7.36,884,–,–,76.2,63.0,–,–,–,38.1,24.8,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,5.62,–,14.3,–,0.591,20.3,15.5,25.9,0.194,12.3,10.2,14.8,–,–,–,504,–,21.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X38.1X3.2,HSS76.2X38.1X3.2,5.16,617,–,–,76.2,67.3,–,–,–,38.1,29.2,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,9.91,–,22.8,–,0.441,14.7,11.6,26.7,0.148,9.01,7.77,15.5,–,–,–,369,–,15.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X25.4X4.8,HSS76.2X25.4X4.8,6.41,768,–,–,76.2,63.0,–,–,–,25.4,12.1,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,2.75,–,14.3,–,0.445,16.2,11.7,24.1,0.0720,7.08,5.65,9.65,–,–,–,219,–,13.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS76.2X25.4X3.2,HSS76.2X25.4X3.2,4.53,542,–,–,76.2,67.3,–,–,–,25.4,16.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,5.62,–,22.8,–,0.340,11.9,8.93,25.1,0.0574,5.33,4.52,10.3,–,–,–,170,–,9.59,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS63.5X63.5X7.9,HSS63.5X63.5X7.9,12.5,1520,–,–,63.5,41.4,–,–,–,63.5,41.4,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,5.60,–,5.60,–,0.758,30.8,23.9,22.4,0.758,30.8,23.9,22.4,–,–,–,1330,–,44.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
